country_iso,year,gdppc
ISR,200,1460.497691123653
ISR,250,1547.0548999486916
ISR,300,1633.6121087737301
ISR,350,1720.1693175987684
ISR,400,1806.7265264238072
ISR,450,1893.2837352488455
ISR,500,1979.840944073884
ISR,550,2066.3981528989225
ISR,600,2152.955361723961
ISR,650,2239.5125705489995
ISR,700,2326.0697793740383
ISR,750,2412.6269881990765
ISR,800,2499.184197024115
ISR,850,2585.741405849153
ISR,900,2672.298614674192
ISR,950,2758.8558234992306
ISR,1000,2845.413032324269
ISR,1050,2931.970241149307
ISR,1100,3018.5274499743455
ISR,1150,3105.084658799384
ISR,1200,3191.6418676244225
ISR,1250,3278.1990764494612
ISR,1300,3364.7562852744995
ISR,1350,3451.3134940995383
ISR,1400,3537.8707029245766
ISR,1450,3624.4279117496153
ISR,1500,3710.9851205746536
ISR,1550,3797.542329399692
ISR,1600,3884.0995382247306
ISR,1650,3970.656747049769
ISR,1700,4057.2139558748077
ISR,1750,4143.771164699846
ISR,1800,4230.328373524884
ISR,1850,4316.885582349923
ISR,1900,4403.442791174961
ISR,1950,4490.0
ISR,2000,26058.8406
ISR,2015,30954.0
ITA,50,1461.2811443850267
ITA,100,1516.6700672268908
ITA,150,1572.0589900687548
ITA,200,1627.4479129106187
ITA,250,1682.8368357524828
ITA,300,1738.2257585943469
ITA,350,1793.614681436211
ITA,400,1849.0036042780748
ITA,450,1904.392527119939
ITA,500,1959.781449961803
ITA,550,2015.1703728036669
ITA,600,2070.559295645531
ITA,650,2125.948218487395
ITA,700,2181.337141329259
ITA,750,2236.7260641711227
ITA,800,2292.114987012987
ITA,850,2347.503909854851
ITA,900,2402.8928326967152
ITA,950,2458.281755538579
ITA,1000,2513.670678380443
ITA,1050,2569.059601222307
ITA,1100,2624.448524064171
ITA,1150,2679.8374469060354
ITA,1200,2735.2263697478993
ITA,1250,2790.615292589763
ITA,1300,2846.004215431627
ITA,1350,2972.2869
ITA,1400,3087.4918
ITA,1450,3218.0574
ITA,1500,2703.4754
ITA,1550,2526.8279
ITA,1600,2403.9426
ITA,1650,2465.3852
ITA,1700,2603.6311
ITA,1750,2703.4754
ITA,1800,2403.9426
ITA,1850,2611.3115
ITA,1900,3264.0
ITA,1950,5582.0
ITA,2000,32716.9801
ITA,2015,33118.0
JAM,1850,867.0
JAM,1900,926.0
JAM,1950,2115.0
JAM,2000,6531.2848
JAM,2015,7024.0
JOR,50,1109.561847168774
JOR,100,1102.9923034634414
JOR,150,1096.422759758109
JOR,200,1089.8532160527764
JOR,250,1083.2836723474436
JOR,300,1076.714128642111
JOR,350,1070.1445849367785
JOR,400,1063.5750412314458
JOR,450,1057.0054975261132
JOR,500,1050.4359538207807
JOR,550,1043.8664101154482
JOR,600,1037.2968664101154
JOR,650,1030.7273227047829
JOR,700,1024.1577789994503
JOR,750,1017.5882352941177
JOR,800,1011.018691588785
JOR,850,1004.4491478834525
JOR,900,997.8796041781198
JOR,950,991.3100604727872
JOR,1000,984.7405167674547
JOR,1050,978.170973062122
JOR,1100,971.6014293567895
JOR,1150,965.0318856514568
JOR,1200,958.4623419461243
JOR,1250,951.8927982407916
JOR,1300,945.323254535459
JOR,1350,938.7537108301265
JOR,1400,932.1841671247938
JOR,1450,925.6146234194612
JOR,1500,919.0450797141286
JOR,1550,912.4755360087961
JOR,1600,905.9059923034634
JOR,1650,899.3364485981308
JOR,1700,892.7669048927983
JOR,1750,886.1973611874656
JOR,1800,879.627817482133
JOR,1850,1020.4
JOR,1900,1449.4883720930234
JOR,1950,2651.0
JOR,2000,7621.8406
JOR,2015,11519.0
JPN,750,628.3444444444444
JPN,800,704.6055555555556
JPN,850,780.8666666666667
JPN,900,857.1277777777777
JPN,950,933.3888888888889
JPN,1000,1009.65
JPN,1050,975.2
JPN,1100,940.75
JPN,1150,910.87125
